id,skill
991,S001
992,S001
993,S001
994,S004
995,S004
996,S003
997,S004
998,S001
999,S001
1000,S004
1001,S004
1002,S004
1003,S004
1004,S004
1005,S001
1006,S001
1007,S004
1008,S004
1009,S001
1010,S004
1011,S004
1012,S004
1013,S001
1014,S001
1015,S004
1016,S004
1017,S001
1018,S001
1019,S004
1020,S004
1021,S001
1022,S004
1023,S004
1024,S001
1025,S004
1026,S001
1027,S004
1028,S004
1029,S004
1030,S004
1031,S001
1032,S001
1033,S001
1034,S001
1035,S004
1036,S001
1037,S004
1038,S001
1039,S004
1040,S004
1041,S001
1042,S004
1043,S004
1044,S001
1045,S004
1046,S004
1047,S004
1048,S001
1049,S004
1050,S001
1051,S004
1052,S004
1053,S004
1054,S004
1055,S001
1056,S004
1057,S001
1058,S001
1059,S004
1060,S001
1061,S004
1062,S004
1063,S004
1064,S004
1065,S001
1066,S001
1067,S001
1068,S001
1069,S004
1070,S004
1071,S004
1072,S001
1073,S001
1074,S004
1075,S004
1076,S004
1077,S004
1078,S001
1079,S001
1080,S004
1081,S001
1082,S001
1083,S001
1084,S001
1085,S004
1086,S001
1087,S001
1088,S004
1089,S001
1090,S001
1091,S001
1092,S001
1093,S004
1094,S001
1095,S004
1096,S004
1097,S004
1098,S004
1099,S004
1100,S004
1101,S004
1102,S001
1103,S003
1104,S001
1105,S001
1106,S003
1107,S001
1108,S004
1109,S003
1110,S001
1111,S001
1112,S001
1113,S004
1114,S001
1115,S001
1116,S004
1117,S004
1118,S004
1119,S001
1120,S004
1121,S004
1122,S004
1123,S001
1124,S001
1125,S001
1126,S004
1127,S004
1128,S001
1129,S001
1130,S004
1131,S001
1132,S001
1133,S001
1134,S001
1135,S001
1136,S001
1137,S001
1138,S001
1139,S004
1140,S004
1141,S001
1142,S004
1143,S001
1144,S001
1145,S001
1146,S001
1147,S004
1148,S001
1149,S004
1150,S004
1151,S004
1152,S001
1153,S004
1154,S004
1155,S001
1156,S001
1157,S001
1158,S001
1159,S001
1160,S004
1161,S004
1162,S001
1163,S001
1164,S001
1165,S004
1166,S001
1167,S004
1168,S001
1169,S004
1170,S001
1171,S001
1172,S004
1173,S004
1174,S001
1175,S004
1176,S001
1177,S004
1178,S001
1179,S004
1180,S001
1181,S001
1182,S004
1183,S001
1184,S004
1185,S004
1186,S001
1187,S001
1188,S004
1189,S001
1190,S004
1191,S001
1192,S004
1193,S001
1194,S001
1195,S004
1196,S004
1197,S004
1198,S004
1199,S001
1200,S001
1201,S001
1202,S001
1203,S001
1204,S004
1205,S001
1206,S001
1207,S003
1208,S004
1209,S001
1210,S003
1211,S004
1212,S001
1213,S001
1214,S004
1215,S004
1216,S004
1217,S001
1218,S004
1219,S001
1220,S001
1221,S001
1222,S004
1223,S004
1224,S001
1225,S001
1226,S001
1227,S001
1228,S001
1229,S001
1230,S003
1231,S001
1232,S004
1233,S001
1234,S004
1235,S004
1236,S003
1237,S004
1238,S003
1239,S004
1240,S001
1241,S001
1242,S004
1243,S003
1244,S004
1245,S001
1246,S004
1247,S004
1248,S001
1249,S001
1250,S004
1251,S004
1252,S004
1253,S003
1254,S001
1255,S001
1256,S001
1257,S004
1258,S001
1259,S001
1260,S004
1261,S004
1262,S004
1263,S004
1264,S001
1265,S004
1266,S004
1267,S004
1268,S003
1269,S001
1270,S001
1271,S001
1272,S001
1273,S001
1274,S004
1275,S001
1276,S001
1277,S001
1278,S001
1279,S004
1280,S001
1281,S001
1282,S001
1283,S004
1284,S004
1285,S004
1286,S004
1287,S004
1288,S001
1289,S001
1290,S001
1291,S001
1292,S001
1293,S001
1294,S003
1295,S001
1296,S001
1297,S001
1298,S004
1299,S001
1300,S001
1301,S004
1302,S004
1303,S001
1304,S004
1305,S001
1306,S001
1307,S004
1308,S001
1309,S001
1310,S001
1311,S001
1312,S001
1313,S004
1314,S004
1315,S001
1316,S001
1317,S004
1318,S001
1319,S004
1320,S001
1321,S001
1322,S001
1323,S004
1324,S004
1325,S001
1326,S001
1327,S004
1328,S004
1329,S004
1330,S001
1331,S004
1332,S001
1333,S001
1334,S001
1335,S001
1336,S001
1337,S001
1338,S004
1339,S001
1340,S004
1341,S001
1342,S001
1343,S001
1344,S004
1345,S001
1346,S004
1347,S001
1348,S001
1349,S001
1350,S004
1351,S001
1352,S001
1353,S001
1354,S004
1355,S004
1356,S004
1357,S001
1358,S004
1359,S001
1360,S001
1361,S001
1362,S001
1363,S004
1364,S001
1365,S001
1366,S001
1367,S001
1368,S004
1369,S001
1370,S001
1371,S004
1372,S004
1373,S001
1374,S001
1375,S004
1376,S001
1377,S004
1378,S001
1379,S004
1380,S001
1381,S001
1382,S004
1383,S004
1384,S001
1385,S004
1386,S004
1387,S004
1388,S001
1389,S001
1390,S001
1391,S004
1392,S001
1393,S004
1394,S001
1395,S004
1396,S001
1397,S004
1398,S004
1399,S004
1400,S001
1401,S001
1402,S001
1403,S004
1404,S001
1405,S001
1406,S001
1407,S004
1408,S004
1409,S003
1410,S001
1411,S001
1412,S001
1413,S001
1414,S001
1415,S001
1416,S001
1417,S004
1418,S004
1419,S001
1420,S001
1421,S004
1422,S004
1423,S001
1424,S004
1425,S004
1426,S001
1427,S004
1428,S004
1429,S003
1430,S001
1431,S001
1432,S001
1433,S001
1434,S004
1435,S001
1436,S004
1437,S001
1438,S004
1439,S001
1440,S001
1441,S004
1442,S004
1443,S001
1444,S004
1445,S001
1446,S001
1447,S004
1448,S004
1449,S001
1450,S001
1451,S004
1452,S004
1453,S001
1454,S004
1455,S001
1456,S001
1457,S001
1458,S004
1459,S001
1460,S001
1461,S004
1462,S004
1463,S001
1464,S001
1465,S001
1466,S001
1467,S004
1468,S004
1469,S004
1470,S004
1471,S004
1472,S001
1473,S001
1474,S004
1475,S004
1476,S004
1477,S001
1478,S001
1479,S003
1480,S004
1481,S001
1482,S001
1483,S001
1484,S001
1485,S004
1486,S001
1487,S004
1488,S001
1489,S001
1490,S004
1491,S001
1492,S004
1493,S001
1494,S001
1495,S001
1496,S004
1497,S004
1498,S001
1499,S001
1500,S004
1501,S001
1502,S004
1503,S001
1504,S001
1505,S001
1506,S004
1507,S001
1508,S001
1509,S004
1510,S001
1511,S001
1512,S001
1513,S004
1514,S004
1515,S004
1516,S001
1517,S004
1518,S004
1519,S004
1520,S001
1521,S004
1522,S004
1523,S004
1524,S004
1525,S004
1526,S001
1527,S004
1528,S001
1529,S004
1530,S001
1531,S001
1532,S001
1533,S001
1534,S001
1535,S004
1536,S001
1537,S004
1538,S004
1539,S004
1540,S004
1541,S004
1542,S001
1543,S001
1544,S004
1545,S004
1546,S001
1547,S001
1548,S001
1549,S004
1550,S004
1551,S004
1552,S004
1553,S004
1554,S004
1555,S001
1556,S004
1557,S001
1558,S004
1559,S004
1560,S001
1561,S001
1562,S001
1563,S001
1564,S004
1565,S004
1566,S001
1567,S001
1568,S004
1569,S001
1570,S001
1571,S004
1572,S001
1573,S001
1574,S001
1575,S001
1576,S001
1577,S004
1578,S001
1579,S004
1580,S004
1581,S001
1582,S004
1583,S001
1584,S004
1585,S001
1586,S001
1587,S001
1588,S001
1589,S001
1590,S001
1591,S004
1592,S004
1593,S001
1594,S004
1595,S004
1596,S004
1597,S004
1598,S004
1599,S004
1600,S001
1601,S001
1602,S001
1603,S001
1604,S001
1605,S001
1606,S004
1607,S001
1608,S001
1609,S004
1610,S004
1611,S001
1612,S001
1613,S001
1614,S004
1615,S004
1616,S001
1617,S001
1618,S001
1619,S001
1620,S001
1621,S004
1622,S001
1623,S004
1624,S004
1625,S004
1626,S004
1627,S001
1628,S004
1629,S004
1630,S004
1631,S001
1632,S004
1633,S004
1634,S004
1635,S003
1636,S001
1637,S001
1638,S001
1639,S004
1640,S004
1641,S001
1642,S001
1643,S004
1644,S004
1645,S001
1646,S001
1647,S001
1648,S003
1649,S004
1650,S001
1651,S001
1652,S001
1653,S001
1654,S001
1655,S001
1656,S004
1657,S004
1658,S001
1659,S001
1660,S004
1661,S004
1662,S004
1663,S004
1664,S001
1665,S001
1666,S001
1667,S001
1668,S001
1669,S001
1670,S001
1671,S001
1672,S001
1673,S001
1674,S001
1675,S001
1676,S001
1677,S001
1678,S004
1679,S001
1680,S001
1681,S001
1682,S004
1683,S004
1684,S001
1685,S004
1686,S004
1687,S001
1688,S004
1689,S001
1690,S004
1691,S004
1692,S004
1693,S001
1694,S001
1695,S004
1696,S001
1697,S001
1698,S004
1699,S004
1700,S004
1701,S001
1702,S004
1703,S001
1704,S004
1705,S001
1706,S001
1707,S001
1708,S001
1709,S001
1710,S001
1711,S004
1712,S001
1713,S001
1714,S001
1715,S001
1716,S004
1717,S004
1718,S004
1719,S001
1720,S001
1721,S001
1722,S001
1723,S001
1724,S004
1725,S001
1726,S004
1727,S001
1728,S004
1729,S001
1730,S001
1731,S001
1732,S001
1733,S001
1734,S001
1735,S001
1736,S001
1737,S004
1738,S001
1739,S004
1740,S004
1741,S001
1742,S001
1743,S001
1744,S004
1745,S001
1746,S004
1747,S001
1748,S004
1749,S004
1750,S001
1751,S001
1752,S004
1753,S001
1754,S001
1755,S004
1756,S001
1757,S001
1758,S004
1759,S001
1760,S001
1761,S001
1762,S001
1763,S001
1764,S004
1765,S001
1766,S001
1767,S004
1768,S004
1769,S004
1770,S004
1771,S004
1772,S004
1773,S001
1774,S004
1775,S004
1776,S001
1777,S004
1778,S001
1779,S001
1780,S004
1781,S004
1782,S004
1783,S001
1784,S001
1785,S001
1786,S004
1787,S001
1788,S001
1789,S004
1790,S004
1791,S001
1792,S001
1793,S004
1794,S001
1795,S004
1796,S001
1797,S004
1798,S004
1799,S001
1800,S004
1801,S004
1802,S001
1803,S004
1804,S001
1805,S003
1806,S001
1807,S003
1808,S001
1809,S001
1810,S001
1811,S004
1812,S001
1813,S004
1814,S003
1815,S004
1816,S004
1817,S001
1818,S001
1819,S001
1820,S004
1821,S001
1822,S001
1823,S004
1824,S001
1825,S003
1826,S001
1827,S004
1828,S001
1829,S001
1830,S001
1831,S004
1832,S001
1833,S001
1834,S001
1835,S004
1836,S001
1837,S003
1838,S004
1839,S004
1840,S003
1841,S001
1842,S001
1843,S001
1844,S001
1845,S004
1846,S004
1847,S001
1848,S004
1849,S004
1850,S001
1851,S001
1852,S004
1853,S004
1854,S004
1855,S004
1856,S004
1857,S001
1858,S004
1859,S001
1860,S001
1861,S001
1862,S004
1863,S001
1864,S001
1865,S001
1866,S001
1867,S004
1868,S004
1869,S001
1870,S004
1871,S004
1872,S004
1873,S001
1874,S004
1875,S001
1876,S001
1877,S004
1878,S001
1879,S001
1880,S004
1881,S004
1882,S001
1883,S004
1884,S001
1885,S004
1886,S004
1887,S004
1888,S001
1889,S004
1890,S004
1891,S004
1892,S001
1893,S001
1894,S001
1895,S001
1896,S004
1897,S001
1898,S001
1899,S001
1900,S004
1901,S004
1902,S004
1903,S004
1904,S001
1905,S004
1906,S004
1907,S001
1908,S004
1909,S001
1910,S001
1911,S001
1912,S004
1913,S004
1914,S004
1915,S001
1916,S001
1917,S004
1918,S001
1919,S004
1920,S001
1921,S001
1922,S001
1923,S001
1924,S001
1925,S001
1926,S001
1927,S001
1928,S004
1929,S001
1930,S001
1931,S004
1932,S001
1933,S004
1934,S004
1935,S004
1936,S004
1937,S004
1938,S003
1939,S001
1940,S004
1941,S001
1942,S001
1943,S001
1944,S001
1945,S004
1946,S001
1947,S001
1948,S004
1949,S001
1950,S004
1951,S001
1952,S001
1953,S001
1954,S001
1955,S004
1956,S001
1957,S001
1958,S001
1959,S004
1960,S004
1961,S004
1962,S004
1963,S001
1964,S001
1965,S004
1966,S004
1967,S004
1968,S001
1969,S001
1970,S003
1971,S001
1972,S004
1973,S001
1974,S001
1975,S004
1976,S004
1977,S001
1978,S004
1979,S001
1980,S001
1981,S001
1982,S001
1983,S001
1984,S004
1985,S001
1986,S004
1987,S001
1988,S004
1989,S001
1990,S001
1991,S004
1992,S004
1993,S004
1994,S001
1995,S001
1996,S001
1997,S003
1998,S004
1999,S001
2000,S003
2001,S004
2002,S004
2003,S004
2004,S004
2005,S004
2006,S001
2007,S004
2008,S004
2009,S004
2010,S004
2011,S001
2012,S001
2013,S004
2014,S001
2015,S004
2016,S004
2017,S004
2018,S004
2019,S001
2020,S004
2021,S001
2022,S004
2023,S001
2024,S004
2025,S001
2026,S004
2027,S003
2028,S004
2029,S001
2030,S004
2031,S001
2032,S001
2033,S001
2034,S001
2035,S004
2036,S001
2037,S004
2038,S004
2039,S001
2040,S004
2041,S001
2042,S001
2043,S004
2044,S004
2045,S004
2046,S001
2047,S004
2048,S001
2049,S001
2050,S001
2051,S004
2052,S001
2053,S001
2054,S004
2055,S001
2056,S001
2057,S001
2058,S004
2059,S004
2060,S001
2061,S004
2062,S001
2063,S004
2064,S004
2065,S004
2066,S001
2067,S001
2068,S004
2069,S001
2070,S004
2071,S004
2072,S001
2073,S001
2074,S001
2075,S004
2076,S004
2077,S004
2078,S001
2079,S004
2080,S001
2081,S001
2082,S001
2083,S004
2084,S004
2085,S004
2086,S001
2087,S001
2088,S001
2089,S001
2090,S004
2091,S004
2092,S001
2093,S001
2094,S001
2095,S001
2096,S001
2097,S004
2098,S004
2099,S004
2100,S001
2101,S001
2102,S001
2103,S001
2104,S004
2105,S001
2106,S004
2107,S004
2108,S004
2109,S004
2110,S001
2111,S004
2112,S004
2113,S001
2114,S001
2115,S003
2116,S004
2117,S001
2118,S001
2119,S004
2120,S001
2121,S001
2122,S004
2123,S001
2124,S004
2125,S004
2126,S001
2127,S004
2128,S001
2129,S001
2130,S001
2131,S001
2132,S001
2133,S004
2134,S001
2135,S001
2136,S004
2137,S003
2138,S001
2139,S001
2140,S003
2141,S004
2142,S003
2143,S004
2144,S004
2145,S004
2146,S001
2147,S004
2148,S004
2149,S001
2150,S001
2151,S004
2152,S004
2153,S001
2154,S004
2155,S001
2156,S001
2157,S004
2158,S001
2159,S004
2160,S004
2161,S001
2162,S001
2163,S004
2164,S001
2165,S001
2166,S004
2167,S003
2168,S001
2169,S004
2170,S004
2171,S001
2172,S004
2173,S001
2174,S001
2175,S004
2176,S001
2177,S001
2178,S004
2179,S004
2180,S001
2181,S001
2182,S004
2183,S001
2184,S001
2185,S004
2186,S001
2187,S004
2188,S001
2189,S001
2190,S004
2191,S004
2192,S004
2193,S001
2194,S004
2195,S001
2196,S001
2197,S004
2198,S004
2199,S004
2200,S004
2201,S004
2202,S004
2203,S001
2204,S001
2205,S004
2206,S004
2207,S001
2208,S004
2209,S001
2210,S001
2211,S001
2212,S001
2213,S001
2214,S004
2215,S004
2216,S001
2217,S001
2218,S004
2219,S001
2220,S001
2221,S001
2222,S001
2223,S001
2224,S001
2225,S004
2226,S004
2227,S001
2228,S004
2229,S001
2230,S001
2231,S001
2232,S004
2233,S001
2234,S004
2235,S004
2236,S004
2237,S004
2238,S001
2239,S004
2240,S004
2241,S001
2242,S001
2243,S001
2244,S004
2245,S001
2246,S001
2247,S004
2248,S004
2249,S001
2250,S004
2251,S001
2252,S004
2253,S004
2254,S001
2255,S001
2256,S001
2257,S004
2258,S001
2259,S004
2260,S001
2261,S001
2262,S004
2263,S001
2264,S001
2265,S004
2266,S004
2267,S001
2268,S001
2269,S001
2270,S004
2271,S001
2272,S001
2273,S001
2274,S001
2275,S001
2276,S001
2277,S004
2278,S004
2279,S001
2280,S001
2281,S003
2282,S001
2283,S001
2284,S004
2285,S001
2286,S001
2287,S001
2288,S001
2289,S001
2290,S001
2291,S004
2292,S001
2293,S004
2294,S004
2295,S001
2296,S001
2297,S004
2298,S004
2299,S004
2300,S001
2301,S001
2302,S001
2303,S004
2304,S001
2305,S004
2306,S001
2307,S004
2308,S001
2309,S001
2310,S001
2311,S004
2312,S004
2313,S001
2314,S001
2315,S003
2316,S004
2317,S004
2318,S001
2319,S004
2320,S004
2321,S001
2322,S004
2323,S001
2324,S001
2325,S001
2326,S004
2327,S001
2328,S001
2329,S001
2330,S001
2331,S003
2332,S001
2333,S004
2334,S001
2335,S004
2336,S001
2337,S004
2338,S001
2339,S001
2340,S001
2341,S004
2342,S004
2343,S004
2344,S001
2345,S001
2346,S001
2347,S004
2348,S004
2349,S001
2350,S001
2351,S004
2352,S004
2353,S004
2354,S004
2355,S001
2356,S004
2357,S004
2358,S004
2359,S004
2360,S001
2361,S004
2362,S001
2363,S001
2364,S001
2365,S001
2366,S001
2367,S001
2368,S004
2369,S004
2370,S004
2371,S004
2372,S001
2373,S003
2374,S001
2375,S001
2376,S004
2377,S001
2378,S001
2379,S004
2380,S004
2381,S004
2382,S001
2383,S001
2384,S001
2385,S001
2386,S001
2387,S001
2388,S001
2389,S001
2390,S004
2391,S004
2392,S001
2393,S004
2394,S004
2395,S001
2396,S004
2397,S004
2398,S001
2399,S004
2400,S001
2401,S004
2402,S001
2403,S001
2404,S004
2405,S004
2406,S001
2407,S001
2408,S001
2409,S001
2410,S004
2411,S001
2412,S004
2413,S001
2414,S004
2415,S001
2416,S001
2417,S001
2418,S001
2419,S004
2420,S001
2421,S004
2422,S001
2423,S003
2424,S004
2425,S001
2426,S004
2427,S001
2428,S004
2429,S004
2430,S003
2431,S001
2432,S004
2433,S004
2434,S001
2435,S004
2436,S001
2437,S004
2438,S001
2439,S004
2440,S004
2441,S004
2442,S001
2443,S001
2444,S001
2445,S004
2446,S001
2447,S004
2448,S004
2449,S001
2450,S001
2451,S001
2452,S004
2453,S001
2454,S001
2455,S001
2456,S004
2457,S001
2458,S001
2459,S004
2460,S001
2461,S001
2462,S004
2463,S004
2464,S004
2465,S001
2466,S001
2467,S001
2468,S004
2469,S004
2470,S004
2471,S004
2472,S004
2473,S004
2474,S001
2475,S001
2476,S001
2477,S001
2478,S003
2479,S004
2480,S004
2481,S001
2482,S001
2483,S004
2484,S004
2485,S001
2486,S001
2487,S001
2488,S004
2489,S001
2490,S001
2491,S001
2492,S004
2493,S001
2494,S001
2495,S001
2496,S004
2497,S001
